occ_code,title,ai_exposure,automation_exposure,augmentation_exposure,theoretical_exposure,theoretical_exposure_conservative,automation_share,augmentation_share,classified_task_n,soc_major,soc_major_label,exposure_q,high_exposure
29-1217,Neurologists,0.0,0.0,0.0,0.8695652173913043,0.4565217391304347,0.2607701121698644,0.7392298878301354,29.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1218,Obstetricians and Gynecologists,0.0685,0.0203115374895491,0.0481884625104508,0.7857142857142857,0.3928571428571428,0.2965187954678714,0.7034812045321285,5.0,29,Healthcare Practitioners & Technical,Q2,0
29-1221,"Pediatricians, General",0.0,0.0,0.0,0.9666666666666668,0.4833333333333333,,,8.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1222,"Physicians, Pathologists",0.1577,0.0411234466891876,0.1165765533108123,0.8787878787878788,0.4696969696969697,0.2607701121698644,0.7392298878301354,29.0,29,Healthcare Practitioners & Technical,Q3,1
29-1223,Psychiatrists,0.0,0.0,0.0,0.8695652173913043,0.4782608695652174,,,3.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1224,Radiologists,0.199,0.051893252321803,0.1471067476781969,0.977777777777778,0.4888888888888889,0.2607701121698644,0.7392298878301354,29.0,29,Healthcare Practitioners & Technical,Q3,1
29-1229,"Physicians, All Other",0.0297,0.0077448723314449,0.021955127668555,0.733812518718179,0.4164495357891584,0.2607701121698644,0.7392298878301354,29.0,29,Healthcare Practitioners & Technical,Q1 (low),0
29-1241,"Ophthalmologists, Except Pediatric",0.0,0.0,0.0,0.7941176470588235,0.4264705882352941,0.2607701121698644,0.7392298878301354,29.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1242,"Orthopedic Surgeons, Except Pediatric",0.0,0.0,0.0,0.6,0.3333333333333333,,,2.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1243,Pediatric Surgeons,0.0,0.0,0.0,0.611111111111111,0.3611111111111111,,,2.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1291,Acupuncturists,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.4226769718077262,0.5773230281922739,9.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1292,Dental Hygienists,0.0,0.0,0.0,0.3125,0.1875,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",0.0222,0.0093834287741315,0.0128165712258684,0.796474358974359,0.4963942307692307,0.4226769718077262,0.5773230281922739,9.0,29,Healthcare Practitioners & Technical,Q1 (low),0
29-2031,Cardiovascular Technologists and Technicians,0.0,0.0,0.0,0.6285714285714286,0.3571428571428571,,,3.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2032,Diagnostic Medical Sonographers,0.0,0.0,0.0,0.5,0.3026315789473684,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2033,Nuclear Medicine Technologists,0.0513,0.027380981595092,0.0239190184049079,0.5161290322580645,0.2903225806451612,0.5337423312883437,0.4662576687116564,3.0,29,Healthcare Practitioners & Technical,Q2,0
29-2034,Radiologic Technologists and Technicians,0.0,0.0,0.0,0.7543859649122806,0.3771929824561403,,,3.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2035,Magnetic Resonance Imaging Technologists,0.039,0.0156614173228346,0.0233385826771653,0.6,0.3222222222222222,0.4015748031496063,0.5984251968503936,2.0,29,Healthcare Practitioners & Technical,Q1 (low),0
29-2042,Emergency Medical Technicians,0.0,0.0,0.0,0.25,0.2083333333333333,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2043,Paramedics,0.0,0.0,0.0,0.2307692307692307,0.1538461538461538,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2051,Dietetic Technicians,0.2446,0.1197354979249032,0.1248645020750967,0.9130434782608696,0.5434782608695652,0.4895155270846411,0.5104844729153588,6.0,29,Healthcare Practitioners & Technical,Q3,1
29-2052,Pharmacy Technicians,0.0735,0.0735,0.0,0.5588235294117647,0.4264705882352941,1.0,0.0,3.0,29,Healthcare Practitioners & Technical,Q2,0
29-2053,Psychiatric Technicians,0.0,0.0,0.0,0.24,0.12,,,,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2055,Surgical Technologists,0.0,0.0,0.0,0.1,0.0666666666666666,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2056,Veterinary Technologists and Technicians,0.0,0.0,0.0,0.2622950819672131,0.1639344262295082,,,2.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2057,Ophthalmic Medical Technicians,0.0,0.0,0.0,0.6052631578947368,0.3289473684210526,,,,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2061,Licensed Practical and Licensed Vocational Nurses,0.0,0.0,0.0,0.4210526315789473,0.25,,,3.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2072,Medical Records Specialists,0.6674,0.3654624970913888,0.3019375029086111,1.0,0.6176470588235294,0.5475913951024706,0.4524086048975294,12.0,29,Healthcare Practitioners & Technical,Q4 (high),1
29-2081,"Opticians, Dispensing",0.0,0.0,0.0,0.4761904761904761,0.2857142857142857,,,,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2091,Orthotists and Prosthetists,0.0,0.0,0.0,0.3793103448275862,0.2758620689655172,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2092,Hearing Aid Specialists,0.0,0.0,0.0,0.4,0.2,,,1.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-2099,"Health Technologists and Technicians, All Other",0.0445,,,0.7591269841269841,0.4114087301587301,,,2.0,29,Healthcare Practitioners & Technical,Q1 (low),0
29-9021,Health Information Technologists and Medical Registrars,0.3063,0.1677272443198867,0.1385727556801132,1.0,0.65625,0.5475913951024706,0.4524086048975294,16.0,29,Healthcare Practitioners & Technical,Q4 (high),1
29-9091,Athletic Trainers,0.0531,,,0.4651162790697674,0.2790697674418604,,,3.0,29,Healthcare Practitioners & Technical,Q2,0
29-9092,Genetic Counselors,0.0123,0.0,0.0123,0.894736842105263,0.5,0.0,1.0,7.0,29,Healthcare Practitioners & Technical,Q1 (low),0
29-9093,Surgical Assistants,0.0,0.0,0.0,0.0784313725490196,0.0392156862745098,,,4.0,29,Healthcare Practitioners & Technical,Q0 (none),0
29-9099,"Healthcare Practitioners and Technical Workers, All Other",0.0,0.0,0.0,0.6,0.3785714285714285,,,4.0,29,Healthcare Practitioners & Technical,Q0 (none),0
31-1131,Nursing Assistants,0.0,0.0,0.0,0.1525423728813559,0.1016949152542373,,,3.0,31,Healthcare Support,Q0 (none),0
31-1132,Orderlies,0.0,0.0,0.0,0.0,0.0,,,,31,Healthcare Support,Q0 (none),0
31-1133,Psychiatric Aides,0.0,0.0,0.0,0.125,0.125,,,2.0,31,Healthcare Support,Q0 (none),0
31-2011,Occupational Therapy Assistants,0.0,0.0,0.0,0.3488372093023256,0.2674418604651162,,,2.0,31,Healthcare Support,Q0 (none),0
31-2012,Occupational Therapy Aides,0.0661,,,0.2592592592592592,0.2407407407407407,,,1.0,31,Healthcare Support,Q2,0
31-2021,Physical Therapist Assistants,0.0,0.0,0.0,0.2051282051282051,0.1538461538461538,,,,31,Healthcare Support,Q0 (none),0
31-2022,Physical Therapist Aides,0.0,0.0,0.0,0.2424242424242424,0.1818181818181818,,,,31,Healthcare Support,Q0 (none),0
31-9011,Massage Therapists,0.0,0.0,0.0,0.074074074074074,0.074074074074074,,,4.0,31,Healthcare Support,Q0 (none),0
31-9091,Dental Assistants,0.0,0.0,0.0,0.4,0.2666666666666666,,,,31,Healthcare Support,Q0 (none),0
31-9092,Medical Assistants,0.0476,,,0.5384615384615384,0.358974358974359,,,2.0,31,Healthcare Support,Q2,0
31-9093,Medical Equipment Preparers,0.0,0.0,0.0,0.1481481481481481,0.1111111111111111,,,,31,Healthcare Support,Q0 (none),0
31-9094,Medical Transcriptionists,0.6365,0.4463700902026174,0.1901299097973826,0.9285714285714284,0.875,0.7012884370818813,0.2987115629181188,7.0,31,Healthcare Support,Q4 (high),1
31-9095,Pharmacy Aides,0.022,0.0,0.022,0.52,0.38,0.0,1.0,3.0,31,Healthcare Support,Q1 (low),0
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,0.0179,0.0095274193548387,0.0083725806451612,0.3333333333333333,0.2222222222222222,0.532258064516129,0.467741935483871,3.0,31,Healthcare Support,Q1 (low),0
31-9097,Phlebotomists,0.0,0.0,0.0,0.2195121951219512,0.1829268292682926,,,1.0,31,Healthcare Support,Q0 (none),0
31-9099,"Healthcare Support Workers, All Other",0.0,0.0,0.0,0.5307017543859648,0.3651315789473684,,,2.0,31,Healthcare Support,Q0 (none),0
33-1011,First-Line Supervisors of Correctional Officers,0.0315,,,0.3478260869565217,0.2826086956521739,,,1.0,33,Protective Service,Q1 (low),0
33-1012,First-Line Supervisors of Police and Detectives,0.0,0.0,0.0,0.5526315789473684,0.3289473684210526,,,1.0,33,Protective Service,Q0 (none),0
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,0.0,0.0,0.0,0.6037735849056604,0.4150943396226415,,,1.0,33,Protective Service,Q0 (none),0
33-2011,Firefighters,0.0,0.0,0.0,0.175438596491228,0.1403508771929824,,,,33,Protective Service,Q0 (none),0
33-2021,Fire Inspectors and Investigators,0.0,0.0,0.0,0.4423076923076923,0.2884615384615385,,,,33,Protective Service,Q0 (none),0
33-2022,Forest Fire Inspectors and Prevention Specialists,0.0,0.0,0.0,0.3125,0.21875,,,,33,Protective Service,Q0 (none),0
33-3011,Bailiffs,0.0,0.0,0.0,0.0357142857142857,0.0357142857142857,,,,33,Protective Service,Q0 (none),0
33-3012,Correctional Officers and Jailers,0.0,0.0,0.0,0.2954545454545454,0.2613636363636363,,,,33,Protective Service,Q0 (none),0
33-3021,Detectives and Criminal Investigators,0.0374,0.0116843273278846,0.0257156726721153,0.7064353946706888,0.397410759175465,0.3124151691947766,0.6875848308052233,14.0,33,Protective Service,Q1 (low),0
33-3031,Fish and Game Wardens,0.0,0.0,0.0,0.4772727272727273,0.2840909090909091,,,1.0,33,Protective Service,Q0 (none),0
33-3041,Parking Enforcement Workers,0.0,0.0,0.0,0.4615384615384615,0.3205128205128205,,,1.0,33,Protective Service,Q0 (none),0
33-3051,Police and Sheriff's Patrol Officers,0.1234,0.0288808510638297,0.0945191489361702,0.5250410509031198,0.3511904761904761,0.2340425531914893,0.7659574468085107,3.0,33,Protective Service,Q3,1
33-3052,Transit and Railroad Police,0.0,0.0,0.0,0.4166666666666666,0.2499999999999999,,,1.0,33,Protective Service,Q0 (none),0
33-9011,Animal Control Workers,0.0,0.0,0.0,0.4333333333333333,0.35,,,1.0,33,Protective Service,Q0 (none),0
33-9021,Private Detectives and Investigators,0.0,0.0,0.0,0.7037037037037037,0.3888888888888888,,,2.0,33,Protective Service,Q0 (none),0
33-9031,Gambling Surveillance Officers and Gambling Investigators,0.0,0.0,0.0,0.625,0.4375,,,,33,Protective Service,Q0 (none),0
33-9032,Security Guards,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,,,2.0,33,Protective Service,Q0 (none),0
33-9091,Crossing Guards and Flaggers,0.0,0.0,0.0,0.1578947368421052,0.1052631578947368,,,1.0,33,Protective Service,Q0 (none),0
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.0,0.0,0.0,0.08,0.08,,,1.0,33,Protective Service,Q0 (none),0
33-9093,Transportation Security Screeners,0.0,0.0,0.0,0.52,0.26,,,1.0,33,Protective Service,Q0 (none),0
33-9099,"Protective Service Workers, All Other",0.0571,0.033740909090909,0.0233590909090909,0.6585365853658537,0.3780487804878049,0.5909090909090909,0.409090909090909,4.0,33,Protective Service,Q2,0
35-1011,Chefs and Head Cooks,0.0,0.0,0.0,0.4285714285714285,0.2619047619047618,,,6.0,35,Food Preparation & Serving,Q0 (none),0
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,0.0564,,,0.8,0.5111111111111112,,,2.0,35,Food Preparation & Serving,Q2,0
35-2011,"Cooks, Fast Food",0.0,0.0,0.0,0.0,0.0,,,2.0,35,Food Preparation & Serving,Q0 (none),0
35-2012,"Cooks, Institution and Cafeteria",0.0,0.0,0.0,0.2068965517241379,0.1206896551724137,,,2.0,35,Food Preparation & Serving,Q0 (none),0
35-2013,"Cooks, Private Household",0.0,0.0,0.0,0.32,0.24,,,2.0,35,Food Preparation & Serving,Q0 (none),0
35-2014,"Cooks, Restaurant",0.0116,0.0061142857142857,0.0054857142857142,0.1621621621621621,0.0945945945945946,0.5270935960591133,0.4729064039408867,4.0,35,Food Preparation & Serving,Q1 (low),0
35-2015,"Cooks, Short Order",0.0,0.0,0.0,0.0,0.0,,,1.0,35,Food Preparation & Serving,Q0 (none),0
35-2021,Food Preparation Workers,0.0,0.0,0.0,0.0555555555555555,0.037037037037037,,,2.0,35,Food Preparation & Serving,Q0 (none),0
35-3011,Bartenders,0.0,0.0,0.0,0.2777777777777778,0.1944444444444444,,,4.0,35,Food Preparation & Serving,Q0 (none),0
35-3023,Fast Food and Counter Workers,0.0,0.0,0.0,0.1310307017543859,0.0970394736842105,,,4.0,35,Food Preparation & Serving,Q0 (none),0
35-3031,Waiters and Waitresses,0.0,0.0,0.0,0.2857142857142857,0.183673469387755,,,2.0,35,Food Preparation & Serving,Q0 (none),0
35-3041,"Food Servers, Nonrestaurant",0.0,0.0,0.0,0.1851851851851851,0.1296296296296296,,,1.0,35,Food Preparation & Serving,Q0 (none),0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,0.0,0.0,0.0,0.0,0.0,,,,35,Food Preparation & Serving,Q0 (none),0
35-9021,Dishwashers,0.0,0.0,0.0,0.0,0.0,,,,35,Food Preparation & Serving,Q0 (none),0
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.0734,0.0292248899559824,0.0441751100440176,0.3999999999999999,0.2285714285714285,0.3981592637054822,0.6018407362945178,2.0,35,Food Preparation & Serving,Q2,0
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,0.0436,0.0111754512635379,0.0324245487364621,0.3673469387755101,0.2653061224489795,0.2563176895306859,0.7436823104693141,2.0,37,Building & Grounds Cleaning & Maintenance,Q1 (low),0
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.1083,0.0307432258064516,0.0775567741935483,0.5636363636363636,0.3545454545454545,0.2838709677419355,0.7161290322580645,1.0,37,Building & Grounds Cleaning & Maintenance,Q2,1
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.0,0.0,0.0,0.0,0.0,,,,37,Building & Grounds Cleaning & Maintenance,Q0 (none),0
37-2012,Maids and Housekeeping Cleaners,0.0,0.0,0.0,0.0,0.0,,,,37,Building & Grounds Cleaning & Maintenance,Q0 (none),0
37-2021,Pest Control Workers,0.046,,,0.3333333333333333,0.25,,,1.0,37,Building & Grounds Cleaning & Maintenance,Q1 (low),0
37-3011,Landscaping and Groundskeeping Workers,0.0,0.0,0.0,0.048780487804878,0.024390243902439,,,1.0,37,Building & Grounds Cleaning & Maintenance,Q0 (none),0
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.0,0.0,0.0,0.1111111111111111,0.0555555555555555,,,,37,Building & Grounds Cleaning & Maintenance,Q0 (none),0
37-3013,Tree Trimmers and Pruners,0.0,0.0,0.0,0.073170731707317,0.0609756097560975,,,1.0,37,Building & Grounds Cleaning & Maintenance,Q0 (none),0
39-1013,First-Line Supervisors of Gambling Services Workers,0.0,0.0,0.0,0.5576923076923077,0.4326923076923077,,,1.0,39,Personal Care & Service,Q0 (none),0
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",0.0443,0.016572221599088,0.0277277784009119,0.5789473684210527,0.3684210526315789,0.3740907810177881,0.625909218982212,9.0,39,Personal Care & Service,Q1 (low),0
39-1022,First-Line Supervisors of Personal Service Workers,0.0407,0.0152254947874239,0.025474505212576,0.7241379310344828,0.4137931034482758,0.3740907810177881,0.625909218982212,9.0,39,Personal Care & Service,Q1 (low),0
39-2011,Animal Trainers,0.0,0.0,0.0,0.1379310344827586,0.1034482758620689,,,1.0,39,Personal Care & Service,Q0 (none),0
39-2021,Animal Caretakers,0.0,0.0,0.0,0.3636363636363636,0.2727272727272727,,,1.0,39,Personal Care & Service,Q0 (none),0
39-3011,Gambling Dealers,0.0,0.0,0.0,0.1351351351351351,0.1351351351351351,,,,39,Personal Care & Service,Q0 (none),0
39-3012,Gambling and Sports Book Writers and Runners,0.0,0.0,0.0,0.3076923076923077,0.2692307692307693,,,,39,Personal Care & Service,Q0 (none),0
39-3021,Motion Picture Projectionists,0.0,0.0,0.0,0.2727272727272727,0.1818181818181818,,,,39,Personal Care & Service,Q0 (none),0
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",0.0,0.0,0.0,0.1714285714285714,0.1428571428571428,,,2.0,39,Personal Care & Service,Q0 (none),0
39-3091,Amusement and Recreation Attendants,0.0619,0.0262030674846625,0.0356969325153374,0.2307692307692307,0.2115384615384615,0.4233128834355829,0.5766871165644172,1.0,39,Personal Care & Service,Q2,0
39-3092,Costume Attendants,0.0,0.0,0.0,0.4166666666666666,0.2638888888888889,,,4.0,39,Personal Care & Service,Q0 (none),0
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",0.0,0.0,0.0,0.064516129032258,0.064516129032258,,,1.0,39,Personal Care & Service,Q0 (none),0
39-4011,Embalmers,0.0,0.0,0.0,0.04,0.04,,,,39,Personal Care & Service,Q0 (none),0
39-4021,Funeral Attendants,0.0,0.0,0.0,0.1777777777777777,0.1777777777777777,,,,39,Personal Care & Service,Q0 (none),0
39-4031,"Morticians, Undertakers, and Funeral Arrangers",0.0,0.0,0.0,0.2325581395348837,0.1627906976744186,,,4.0,39,Personal Care & Service,Q0 (none),0
39-5011,Barbers,0.0,0.0,0.0,0.2352941176470588,0.1617647058823529,,,2.0,39,Personal Care & Service,Q0 (none),0
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",0.0304,,,0.1052631578947368,0.0789473684210526,,,3.0,39,Personal Care & Service,Q1 (low),0
39-5091,"Makeup Artists, Theatrical and Performance",0.0,0.0,0.0,0.6341463414634146,0.3414634146341463,,,3.0,39,Personal Care & Service,Q0 (none),0
39-5092,Manicurists and Pedicurists,0.0,0.0,0.0,0.1111111111111111,0.0833333333333333,,,1.0,39,Personal Care & Service,Q0 (none),0
39-5093,Shampooers,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,,,1.0,39,Personal Care & Service,Q0 (none),0
39-5094,Skincare Specialists,0.0,0.0,0.0,0.3333333333333333,0.1969696969696969,,,2.0,39,Personal Care & Service,Q0 (none),0
39-6011,Baggage Porters and Bellhops,0.073,0.0272331606217616,0.0457668393782383,0.2222222222222222,0.1481481481481481,0.3730569948186528,0.6269430051813473,1.0,39,Personal Care & Service,Q2,0
39-6012,Concierges,0.1875,0.0502940511079238,0.1372059488920762,0.8,0.4666666666666667,0.2682349392422603,0.7317650607577398,3.0,39,Personal Care & Service,Q3,1
39-9011,Childcare Workers,0.0122,0.0079342657342657,0.0042657342657342,0.1719901719901719,0.1414312039312039,0.6503496503496504,0.3496503496503496,5.0,39,Personal Care & Service,Q1 (low),0
39-9031,Exercise Trainers and Group Fitness Instructors,0.0,0.0,0.0,0.0294117647058823,0.0147058823529411,,,5.0,39,Personal Care & Service,Q0 (none),0
39-9032,Recreation Workers,0.0,0.0,0.0,0.3571428571428571,0.238095238095238,,,1.0,39,Personal Care & Service,Q0 (none),0
39-9041,Residential Advisors,0.067,0.0321862745098039,0.034813725490196,0.38,0.24,0.4803921568627451,0.5196078431372549,4.0,39,Personal Care & Service,Q2,0
41-1011,First-Line Supervisors of Retail Sales Workers,0.2627,0.0805357664233576,0.1821642335766423,0.8918918918918919,0.4864864864864865,0.3065693430656933,0.6934306569343066,5.0,41,Sales & Related,Q4 (high),1
41-1012,First-Line Supervisors of Non-Retail Sales Workers,0.2295,0.0,0.2295,0.9629629629629628,0.537037037037037,0.0,1.0,3.0,41,Sales & Related,Q3,1
41-2011,Cashiers,0.0846,0.0221666038076134,0.0624333961923865,0.2790697674418604,0.2093023255813953,0.2620165934706087,0.7379834065293913,4.0,41,Sales & Related,Q2,0
41-2012,Gambling Change Persons and Booth Cashiers,0.0,0.0,0.0,0.2857142857142857,0.2619047619047618,,,,41,Sales & Related,Q0 (none),0
41-2021,Counter and Rental Clerks,0.2048,0.065151663044923,0.1396483369550769,0.8064516129032258,0.532258064516129,0.3181233547115382,0.6818766452884618,4.0,41,Sales & Related,Q3,1
41-2022,Parts Salespersons,0.0,0.0,0.0,0.5142857142857142,0.3428571428571428,,,3.0,41,Sales & Related,Q0 (none),0
41-2031,Retail Salespersons,0.3222,0.1020085389731654,0.2201914610268345,0.6052631578947368,0.3421052631578947,0.3166000588862986,0.6833999411137013,4.0,41,Sales & Related,Q4 (high),1
41-3011,Advertising Sales Agents,0.1482,,,0.8974358974358974,0.5384615384615384,,,7.0,41,Sales & Related,Q3,1
41-3021,Insurance Sales Agents,0.3188,0.07056306158979,0.2482369384102099,1.0,0.5757575757575758,0.2213395909340967,0.7786604090659033,6.0,41,Sales & Related,Q4 (high),1
41-3031,"Securities, Commodities, and Financial Services Sales Agents",0.4413,0.1771254239699388,0.2641745760300611,1.0,0.6057692307692308,0.4013719101970062,0.5986280898029938,16.0,41,Sales & Related,Q4 (high),1
41-3041,Travel Agents,0.4054,0.2036231354923714,0.2017768645076285,1.0,0.5625,0.5022770979091551,0.4977229020908448,3.0,41,Sales & Related,Q4 (high),1
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.2706,0.079408338599874,0.191191661400126,0.9176788124156546,0.4983130904183536,0.2934528403543016,0.7065471596456985,17.0,41,Sales & Related,Q4 (high),1
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.6279,0.1588945059342421,0.469005494065758,1.0,0.6206896551724138,0.2530570248992548,0.7469429751007453,8.0,41,Sales & Related,Q4 (high),1
41-9011,Demonstrators and Product Promoters,0.0788,0.0244746773447379,0.054325322655262,0.2051282051282051,0.1282051282051282,0.3105923520905834,0.6894076479094167,5.0,41,Sales & Related,Q2,0
41-9012,Models,0.0,0.0,0.0,0.3333333333333333,0.2333333333333333,,,1.0,41,Sales & Related,Q0 (none),0
41-9021,Real Estate Brokers,0.2609,0.1175247936593014,0.1433752063406985,1.0,0.5,0.4504591554591854,0.5495408445408146,9.0,41,Sales & Related,Q4 (high),1
41-9022,Real Estate Sales Agents,0.2828,0.1192217521364815,0.1635782478635184,0.875,0.4375,0.4215762098178272,0.5784237901821728,12.0,41,Sales & Related,Q4 (high),1
41-9031,Sales Engineers,0.3224,0.0818962522440302,0.2405037477559698,0.8636363636363636,0.5113636363636364,0.2540206335112599,0.7459793664887402,10.0,41,Sales & Related,Q4 (high),1
41-9041,Telemarketers,0.2852,0.0864799999999999,0.19872,1.0,0.8055555555555555,0.3032258064516128,0.6967741935483871,2.0,41,Sales & Related,Q4 (high),1
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.1758,0.0355785714285714,0.1402214285714285,0.3478260869565217,0.2608695652173913,0.2023809523809523,0.7976190476190477,2.0,41,Sales & Related,Q3,1
43-1011,First-Line Supervisors of Office and Administrative Support Workers,0.1856,0.0519222448667575,0.1336777551332424,0.8958333333333333,0.4895833333333333,0.2797534744976159,0.720246525502384,10.0,43,Office & Administrative Support,Q3,1
43-2011,"Switchboard Operators, Including Answering Service",0.3863,0.1790061216582719,0.207293878341728,0.7419354838709677,0.6290322580645161,0.4633862843858969,0.5366137156141031,2.0,43,Office & Administrative Support,Q4 (high),1
43-2021,Telephone Operators,0.0,0.0,0.0,0.9473684210526316,0.894736842105263,,,2.0,43,Office & Administrative Support,Q0 (none),0
43-3011,Bill and Account Collectors,0.2989,0.2015932926770856,0.0973067073229143,1.0,0.6964285714285714,0.6744506278925582,0.3255493721074417,5.0,43,Office & Administrative Support,Q4 (high),1
43-3021,Billing and Posting Clerks,0.1924,0.0641572800630613,0.1282427199369386,0.8571428571428571,0.7738095238095237,0.3334577965855581,0.6665422034144419,5.0,43,Office & Administrative Support,Q3,1
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",0.3104,0.1724712650325017,0.1379287349674982,1.0,0.8023255813953488,0.5556419620892453,0.4443580379107546,12.0,43,Office & Administrative Support,Q4 (high),1
43-3041,Gambling Cage Workers,0.0653,,,0.4516129032258064,0.4193548387096774,,,2.0,43,Office & Administrative Support,Q2,0
43-3051,Payroll and Timekeeping Clerks,0.0487,0.0142656565656565,0.0344343434343434,1.0,0.8378378378378379,0.2929292929292929,0.7070707070707071,3.0,43,Office & Administrative Support,Q2,0
43-3061,Procurement Clerks,0.2436,,,0.9714285714285714,0.6142857142857142,,,4.0,43,Office & Administrative Support,Q3,1
43-3071,Tellers,0.0231,,,0.7708333333333333,0.5416666666666666,,,2.0,43,Office & Administrative Support,Q1 (low),0
43-4011,Brokerage Clerks,0.1744,0.102851282051282,0.0715487179487179,1.0,0.7666666666666666,0.5897435897435899,0.4102564102564102,2.0,43,Office & Administrative Support,Q3,1
43-4021,Correspondence Clerks,0.2786,0.1658748216398833,0.1127251783601167,0.9642857142857142,0.9642857142857142,0.5953870123470326,0.4046129876529675,6.0,43,Office & Administrative Support,Q4 (high),1
43-4031,"Court, Municipal, and License Clerks",0.102,0.0495833333333333,0.0524166666666666,0.9636363636363636,0.7,0.486111111111111,0.5138888888888888,9.0,43,Office & Administrative Support,Q2,1
43-4041,"Credit Authorizers, Checkers, and Clerks",0.1296,0.0774093165630257,0.0521906834369742,0.95,0.65,0.5972941092826063,0.4027058907173937,3.0,43,Office & Administrative Support,Q3,1
43-4051,Customer Service Representatives,0.7011,0.2450718124869591,0.4560281875130408,1.0,0.5681818181818182,0.3495532912379962,0.6504467087620038,11.0,43,Office & Administrative Support,Q4 (high),1
43-4061,"Eligibility Interviewers, Government Programs",0.0597,0.0,0.0597,0.96,0.68,0.0,1.0,5.0,43,Office & Administrative Support,Q2,0
43-4071,File Clerks,0.1568,0.0329022950819672,0.1238977049180327,0.9117647058823528,0.7941176470588235,0.2098360655737705,0.7901639344262296,3.0,43,Office & Administrative Support,Q3,1
43-4081,"Hotel, Motel, and Resort Desk Clerks",0.1725,0.0993594476157185,0.0731405523842814,0.7948717948717948,0.5,0.5759967977722817,0.4240032022277183,4.0,43,Office & Administrative Support,Q3,1
43-4111,"Interviewers, Except Eligibility and Loan",0.3851,0.2224385938707236,0.1626614061292763,0.8275862068965517,0.6724137931034483,0.5776125522480489,0.4223874477519511,6.0,43,Office & Administrative Support,Q4 (high),1
43-4121,"Library Assistants, Clerical",0.0978,0.0429197293173314,0.0548802706826685,0.7413793103448276,0.5344827586206896,0.4388520380095236,0.5611479619904763,6.0,43,Office & Administrative Support,Q2,1
43-4131,Loan Interviewers and Clerks,0.2022,0.0949102040816326,0.1072897959183673,1.0,0.59375,0.4693877551020407,0.5306122448979592,3.0,43,Office & Administrative Support,Q3,1
43-4141,New Accounts Clerks,0.0,0.0,0.0,0.8400000000000001,0.56,,,,43,Office & Administrative Support,Q0 (none),0
43-4151,Order Clerks,0.0748,,,1.0,0.7142857142857143,,,3.0,43,Office & Administrative Support,Q2,0
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",0.4046,0.1618271048754951,0.2427728951245048,0.9655172413793104,0.6206896551724138,0.3999681287085891,0.6000318712914109,7.0,43,Office & Administrative Support,Q4 (high),1
